Count,Customer ID,Customer Name,Customer Type,Service Voltage,Phase
462,2020020076,"REAMILLO, LEONORA R./ROGELIO",RES4,240,1
463,2020020080,"ESPESO, PERFECTA",RES1,240,1
464,2020020082,"GUNABE, NESTORIA",RES1,240,1
465,2020020085,"SONON, ZENAIDA",RES3,240,1
466,2020020090,"GONZALES, DOMINADOR",RES3,240,1
467,2020020100,"ANEZ, ANGELITO",RES2,240,1
468,2020020115,"IPIL, GLORIA T.",RES1,240,1
469,2020020120,"SAYAS, CONCEPCION",RES4,240,1
470,2020020125,"CAÑEGA, MARIETA C.",RES1,240,1
471,2020020135,"SENILLA, ANTONIO",RES2,240,1
472,2020020140,"ILAD, RAMON",RES4,240,1
473,2020020145,"LAWAAN, NANCY Q.",RES1,240,1
474,2020020150,"BACONG, FLORENCIA",RES1,240,1
475,2020020155,"GERALDO, POL V.",RES4,240,1
476,2020020160,"ESPESO, RAMON",RES3,240,1
477,2020020165,"ESPESO, ROMEO",RES2,240,1
478,2020020175,"COLARTE, BENJAMIN",RES1,240,1
479,2020020185,"SUMICAD, NECITAS P.",RES1,240,1
480,2020020190,"RA?IN, BERNARDITA",RES4,240,1
481,2020020195,"CABELIN, JUVENAL P.",RES1,240,1
482,2020020200,"RA?IN, ISIDRO",RES2,240,1
483,2020020205,"CABELIN, ISAIAS G.",RES1,240,1
484,2020020210,"RICACHO, FIEL",RES1,240,1
485,2020020215,"OPEÑA, JUNAFEL S.",RES1,240,1
486,2020020220,"FALLER, ESTECLA VDA. DE",RES4,240,1
487,2020020235,"BACTOL, BASILIA",RES1,240,1
488,2020020240,"BERNAL, MATEO",RES2,240,1
489,2020020243,"VILLANUEVA, PATROCENA",RES2,240,1
490,2020020244,"CLEMENTE, CRISTINA DELFIN",RES1,240,1
491,2020020255,"CARSON, BUTCH A./RICE MILL",COM1,240,1
492,2020020260,"GARRIDO, GERENCIO",RES1,240,1
493,2020020265,"CLAROS, JESUS",RES4,240,1
494,2020020272,"CANABE, EFREN",RES4,240,1
495,2020020275,"LIPIO, MARCOS JR.",RES4,240,1
496,2020020280,"BASAGAN, LEONCIO",RES1,240,1
497,2020020285,"CABELIS, SALITA",RES1,240,1
498,2020020290,"CABELIS, PACENCIA",RES4,240,1
499,2020020295,"CHU, RANDY S.",RES2,240,1
500,2020020300,"FALLER, ISABEL",RES3,240,1
501,2020020305,"LUMACAD, FELINA T.",RES1,240,1
502,2020020310,"FALLER, ANDREA",RES3,240,1
503,2020020315,"SASALO, DENNIS G.",RES2,240,1
504,2020020325,"DAUPLO, SALVACION D.",RES1,240,1
505,2020020335,"PETALLANA, EDITHA",RES3,240,1
506,2020020340,"ADAPTANTE, FEGURACION",RES2,240,1
507,2020020345,"PETALLANA, PAULINO",RES2,240,1
508,2020020350,"LLOSE, ANACORITA",RES1,240,1
509,2020020355,"DEDIL, RICARDO V.",RES2,240,1
510,2020020360,"CAMPOSANO, REUBEN",RES4,240,1
511,2020020365,"CAMPOSANO, CHRISTINE",RES4,240,1
512,2020020370,"MOLO, MELCHORA",RES3,240,1
513,2020020373,"BRILATA, RUBY",RES2,240,1
514,2020020375,"OBANA, JOSEFA",RES3,240,1
515,2020020380,"CAMPOSANO, MARIA",RES4,240,1
516,2020020381,"LIWANAG, JUDY R.",RES1,240,1
517,2020020385,"DEDIL, TRIUMFO O.",RES2,240,1
518,2020020390,"TABADA, ALFREDO",RES3,240,1
519,2020020395,"RAÑIN, MANUEL A.",RES2,240,1
520,2020020400,"LIWANAG, GLORIA",RES1,240,1
521,2020020405,JUGABAN STREET LIGHTS,ST,240,1
522,2020020410,"TABADA, EMELIANO",RES1,240,1
523,2020020415,"NAZARETA, NATIVIDAD C.",RES1,240,1
524,2020020420,"TABADA, FELOMINO",RES4,240,1
525,2020020430,"ROCHA, MANUEL",RES1,240,1
526,2020020435,"ABORCA, MYLENE N.",RES1,240,1
527,2020020440,"IREA, SEGUNDINO",RES2,240,1
528,2020020441,"TABADA, GERARDO",RES3,240,1
529,2020020445,"RAGAS, WILMA A.",RES1,240,1
530,2020020450,"RAAGAS, ANTONIO",RES1,240,1
531,2020020452,"SALINAS, NEMESIO",RES4,240,1
532,2020020454,"TABADA, ROMULO",RES2,240,1
533,2020020457,"TABADA, MARIO",RES3,240,1
534,2020020460,"CINCO, LEONORA",RES1,240,1
535,2020020465,"FLORENDO, CARIDAD",RES2,240,1
536,2020020470,"CANUDA, FEDERICO",RES4,240,1
537,2020020475,"FERRERAS, ROSABELLA",RES4,240,1
538,2020020485,"CAMPOSANO, RUBENILLO C.",RES3,240,1
539,2020020490,"CANUDA, FRANCISCO",RES4,240,1
540,2020020495,"RECAMADAS, EDWIN V.",RES3,240,1
541,2020020500,"CANUDA, CLARA",RES2,240,1
542,2020020505,"GAVILO, VALERIANO P.",RES1,240,1
543,2020020510,"FAMI, FELIX",RES1,240,1
544,2020020515,"ABALLA, JOY C.",RES1,240,1
545,2020020520,"LLOREN, ALBERTO",RES4,240,1
546,2020020535,"ESING, TERESA",RES1,240,1
547,2020020540,"DEDIL, NICOLAS",RES3,240,1
548,2020020550,"RAAGAS, REYNALDO",RES1,240,1
549,2020020555,"MAKABENTA, ELIZABETH",RES3,240,1
550,2020020560,"RAAGAS, ESTELA",RES2,240,1
551,2020020570,"BABAGAY, FRANCISCO",RES1,240,1
552,2020020575,"RAAGAS, FELIX B.",RES1,240,1
553,2020020580,"GARDON, WILFREDO SR.",RES3,240,1
554,2020020583,"GARDON, WILFREDO JR.",RES1,240,1
555,2020020584,"INDITA, CORSINO",RES1,240,1
556,2020020585,"OBANA, BIENVINIDO",RES1,240,1
557,2020020586,"AGUIRRE, NORA",RES2,240,1
558,2020020590,"ALMARINES, ANECIA",RES2,240,1
559,2020020595,"RIEL, ADELINA /STALL II",COM1,240,1
560,2020020600,"AGUILAR, BUENAVENTURA",RES2,240,1
561,2020020605,"ABAINZA, JACKIELYN V.",RES1,240,1
562,2020020610,"BACUNGAN, SIMPLICIO",RES4,240,1
563,2020020620,"DE LA PE?A, LUCENA",RES4,240,1
564,2020020625,"REMEDIO, HAYDEE CHRISTINA R.",COM1,240,1
565,2020020630,"RENDORA, ANASTACIO",RES1,240,1
566,2020020634,"RENDORA, MYRNA",RES1,240,1
567,2020020635,"PESQUERA, CONSTANCIO",RES2,240,1
568,2020020636,"RENDORA, BERNADETA",RES3,240,1
569,2020020637,"BATOTO, FELECISIMA",RES2,240,1
570,2020020640,"LIANZA, SOLEDAD",RES2,240,1
571,2020020645,"ALMOCERA, MICHAEL E.",RES4,240,1
572,2020020650,"CLEMENTE, BENITO",RES2,240,1
573,2020020655,"CALANDRIA, JOSE",RES2,240,1
574,2020020660,"DASMARINAS, FELIMON",RES2,240,1
575,2020020665,"FABI, ELAINE V.",RES2,240,1
576,2020020670,"RA?IN, ANA",RES2,240,1
577,2020020680,"REMEDIO, CRISTINA HAYDEE",RES4,240,1
578,2020020685,"RAAGAS, FRANCISCO",RES1,240,1
579,2020020690,"PADULLA, PASTOR",RES4,240,1
580,2020020695,"GONZALES, MELANIO JR.",RES2,240,1
581,2020020706,"CONTAPAY, BENJAMIN",RES4,240,1
582,2020020711,"IPIL, NENITA",RES2,240,1
583,2020020720,"CLEMENTE, EDUARDO",RES3,240,1
584,2020020730,"QUEBEC, ARTURO",RES4,240,1
585,2020020735,WENDELL L. SY/GASOLINE STATION,RES4,240,1
586,2020020745,"RECILLA, RICK RISO L. DOOR#1",RES1,240,1
587,2020020750,"TERRADO, JOSEFINA",RES3,240,1
588,2020020755,"CASIS, RICARDO M.",RES1,240,1
589,2020020760,"CABELIN, VIRGINIA",RES3,240,1
590,2020020765,"RANES, NIMFA C.",RES1,240,1
591,2020020770,"ABALLA, MARIA",RES1,240,1
592,2020020785,"PONTE, INECITO B.",RES1,240,1
593,2020020793,"ENGR. CANABE, EFREN",RES1,240,1
594,2020020800,"JAO, BAUDILLO S.",RES2,240,1
595,2020020801,"JAO, BAUDILLO S. M # 3",COM1,240,1
596,2020020802,"JAO, BAUDILLO S. M # 4",COM1,240,1
597,2020020803,"JAO, BAUDILLO S. M # 5",COM1,240,1
598,2020020804,"JAO, BAUDILLO S. M # 6",COM1,240,1
599,2020020805,"ALDERETI, MARINO",RES1,240,1
600,2020020806,"RAMIREZ, ROMULO",RES1,240,1
601,2020020807,"JAO, BAUDILLO S. M # 7",RES2,240,1
602,2020020808,"JAO, BAUDILLO S. M # 2",COM2,240,1
603,2020020809,"JAO, BAUDILLO S. M # 1",COM1,240,1
604,2020020810,"CALANDRIA, FLORENTINO",RES3,240,1
605,2020020820,"RIEL, PATROCENIO",RES4,240,1
606,2020020830,"CUSTODIO, WENEFREDO",RES2,240,1
607,2020020835,"AGUILAR, CHARLES JOHN",RES4,240,1
608,2020020840,"GONZALES, MELANIO",RES3,240,1
609,2020020850,"TRANI, MILAGROS",RES1,240,1
610,2020020860,"CLEMENTE, ANDREA",RES2,240,1
611,2020020870,"NIVAL, EDITHA",RES3,240,1
612,2020020880,"ABAINZA, DOMINGO",RES1,240,1
613,2020020890,"VELARDE, MARILOU",RES2,240,1
614,2020020900,"NADA, LEOPOLDO",RES3,240,1
615,2020020910,"BRILATA, SEVERINO",RES2,240,1
616,2020020920,"BATAN, IDA",RES4,240,1
617,2020020925,"NARIDO, JORGE",RES1,240,1
618,2020020930,"ENCARNACION, PERFECTO",RES4,240,1
619,2020020935,"DE LA CRUZ, ARTEMIO",RES1,240,1
620,2020020940,"GO, BENITO",RES3,240,1
621,2020020950,"DE LOS REYES, FRANCISCO",RES4,240,1
622,2020020955,"DE LA PE?A, DOMINGO",RES4,240,1
623,2020020956,"MUA?A, MECHAEL",RES1,240,1
624,2020020960,"CHRIST OF LATERDAY SAINTS/PENA DE LA, D.",PB,240,1
625,2020020962,"LEYTE NET C/O GOSYCO, HENRY",COM3,240,1
626,2020020965,"DE LA PENA, PIETRO",RES3,240,1
627,2020020980,"LIM, VIVENCIO",COM3,240,1
628,2020020990,"MAKABENTA, MARIA PAZ",RES4,240,1
629,2020021000,"LAURON, CORAZON",RES4,240,1
630,2020021010,"DASMARINAS, ALBERTO",RES1,240,1
631,2020021020,"VILLALINO, FELIX",RES3,240,1
632,2020021025,"VILLALINO, RONALD S.",RES2,240,1
633,2020021030,"CELIS, ROMEO",RES2,240,1
634,2020021040,"PIPINAS, ANDRES",RES1,240,1
635,2020021050,"PIPINAS, LEONIDA",RES2,240,1
636,2020021060,"ARANTE, JUANA",RES2,240,1
637,2020021070,"SONON, FRANCISCO",RES4,240,1
638,2020021071,"DADO, ROBERTO M.",RES2,240,1
639,2020021075,"VILLAFUERTE, RUEL",RES4,240,1
640,2020021080,"SONON, LIBRADA",RES3,240,1
641,2020021083,"PENARANDA, ERMA",RES1,240,1
642,2020021088,"MARCOJAS, ALLAN",RES3,240,1
643,2020021089,"RECAMADAS, ZENON",RES3,240,1
644,2020021090,"PANAL, VICTOR",RES3,240,1
645,2020021091,"RAGA, BLANDINA",RES1,240,1
646,2020021092,"BECARE, MARIA NOVA I.",RES4,240,1
647,2020021093,"RECAMADAS, TEOFILA",RES1,240,1
648,2020021095,"RECAMADAS, AURELIA",RES3,240,1
649,2020021096,"AGUILAY, ANGEL",RES3,240,1
650,2020021097,"MISAGAL, ROGELIO",RES3,240,1
651,2020021098,"VILLASIN, HERCULANO",RES3,240,1
652,2020021099,"BOLITO, TERESITA",RES1,240,1
653,2020021100,"TAMPOL, MARIANITA",RES1,240,1
654,2020021110,"CAYCO, VICENTE",RES1,240,1
655,2020021120,"MABAL, SALVADOR",RES4,240,1
656,2020021121,"JAO, CAMILO",RES3,240,1
657,2020021123,"RECAMADAS, ANICETA",RES2,240,1
658,2020021125,"IRLANDES, VICTORINO",RES1,240,1
659,2020021130,"BRILATA, MARCELIANA Q.",RES2,240,1
660,2020021140,"RECAMADAS, GERONIMA L.",RES2,240,1
661,2020021160,"LOVIANO, FELIX/ DUAVIS, JUAN",RES3,240,1
662,2020021169,"DAANG, ELMA",RES1,240,1
663,2020021171,"PARAGUYA, FRANCISCO",RES4,240,1
664,2020021180,"MIRALLES, MARIO",RES3,240,1
665,2020021190,"SUDARIO, REMEDIOS",RES1,240,1
666,2020021200,"MAKABENTA, SILVESTRE",RES1,240,1
667,2020021220,"NOVEDA, AMELITA  P.",RES1,240,1
668,2020021230,"CORRO, JOVITA",RES1,240,1
669,2020021240,"MISAGAL, JUSTINO",RES4,240,1
670,2020021250,"BRILATA, TEODORO",RES2,240,1
671,2020021260,"BRILATA, HERMINIA",RES3,240,1
672,2020021265,"MISAGAL, TEOFILA",RES4,240,1
673,2020021280,"PEPINAS, MARIO",RES2,240,1
674,2020021290,"BRILATA, RHONA",RES4,240,1
675,2020021295,"GRANADOS, ERIC",RES2,240,1
676,2020021300,"TEJONES, GLECERIO",RES4,240,1
677,2020021310,"REYES, DOLORES",RES2,240,1
678,2020021340,"LAGUNA, CARMELITA",RES3,240,1
679,2020021350,"GUIRINDULA, JUAN",RES4,240,1
680,2020021355,"NEGADO, JOSE JR.",RES3,240,1
681,2020021356,"ZARTIGA, MELECIA",RES2,240,1
682,2020021357,"LIANZA, BERNADETTE",RES4,240,1
683,2020021380,"BAROSA, LORETA",RES2,240,1
684,2020021385,"TABURAZA, CERIACA",RES2,240,1
685,2020021390,"SICAD, ELISITO",COM1,240,1
686,2020021420,"LIANZA, ROLANDO",RES2,240,1
687,2020021422,"ROXAS, RANDY",RES3,240,1
688,2020021425,"LIANZA, SYLVIA",RES1,240,1
689,2020021441,"LIANZA, CRISTY",RES2,240,1
690,2020021445,"LIANZA, MERLA",RES4,240,1
691,2020021447,"VAPOR, IDA JEANNE",RES3,240,1
692,2020021455,"MARQUEZ, MARTIN",RES4,240,1
693,2020021460,"CANASTA, CONRADO",RES3,240,1
694,2020021465,"SABILLO, GARY",RES4,240,1
695,2020021470,"LIANZA, ADELA",RES2,240,1
696,2020021480,"DACARA, VIDAL",RES1,240,1
697,2020021490,"RAMOS, AURORA S.",RES3,240,1
698,2020021500,"CHAN, MELCHOR",RES3,240,1
699,2020021504,"PIAD, GRACE",RES2,240,1
700,2020021505,"CONDALOR, MA. LUDY",RES3,240,1
701,2020021510,"ONG, PELAGIA",RES1,240,1
702,2020021531,"ABORCA, ZALDY",RES2,240,1
703,2020021535,"MAKABENTA, BALDOMERO",RES2,240,1
704,2020021536,"BUENDIA, REMEDIOS",RES3,240,1
705,2020021537,"EMBERSO, MONICA",RES2,240,1
706,2020021540,"PERONA, VIRGINIA",RES1,240,1
707,2020021542,"MORALES, TEOFILO",RES1,240,1
708,2020021543,"SELLOTE, ARIEL",RES2,240,1
709,2020021545,"FLORES, EDNA",RES4,240,1
710,2020021547,"ABALLA, MARICEL",RES1,240,1
711,2020021554,"CUESTA, RUPERTO",RES1,240,1
712,2020021555,"DIOLA, MARINA",RES3,240,1
713,2020021560,"ALEGADO, CARYN",RES1,240,1
714,2020021570,"LANANTE, AMANCIO",RES3,240,1
715,2020021572,"CAUBALEJO, MARICEL",RES1,240,1
716,2020021575,"SALINO, MARILYN",RES1,240,1
717,2020021580,"CABASE, ANTONIO",RES1,240,1
718,2020021590,"VALDEZ, ROSALINDA",RES3,240,1
719,2020021600,"CAUBALEJO, MONINA",RES4,240,1
720,2020021610,"PIAD, ARNEL",RES2,240,1
721,2020021620,"CAUBALEJO, LOLITA",RES2,240,1
722,2020021640,"OLEDAN, DEMETRIA",RES1,240,1
723,2020021650,"SUPREMO, AURING",RES2,240,1
724,2020021653,"PIAD, SATURNINA N.",RES1,240,1
725,2020021654,"LIM, RODOLFO F.",RES2,240,1
726,2020021655,"LIM, CLINTON DELA PEÑA",RES1,240,1
727,2020021657,"SUDARIO, RAMON C.",RES2,240,1
728,2020021658,"INABANGAN, VIRGINIA U.",RES2,240,1
729,2020021660,"LAWAAN, WENDY QUEBEC",RES1,240,1
730,2020021662,"MACALALAG, LIZA V.",RES4,240,1
731,2020021663,"CAMPOSANO, MARLON C",RES3,240,1
732,2020021664,"ALBERCA, BELINDA P.",COM1,240,1
733,2020021665,"BANTACULO, CERILA",RES4,240,1
734,2020021666,"SANGRANO, TERENCIO SALVACION",RES2,240,1
735,2020021667,"BACTOL, SOFIA PEÑARANDA",RES1,240,1
736,2020030015,"CADIENTE, ELISA",RES3,240,1
737,2020030020,"CLAROS, FRUCTOSO",RES2,240,1
738,2020030030,"AGUNOS, FLORENTINA",RES4,240,1
739,2020030050,"TAJANAN, LOPECINO",RES1,240,1
740,2020030060,"GRANADOS, PERLA",RES4,240,1
741,2020030061,"CHAN, ERNESTO JR.",RES2,240,1
742,2020030063,"TAJANAN, LEONARDO",RES1,240,1
743,2020030064,"REGONIOS, RUFFA",RES2,240,1
744,2020030065,"QUEBEC, FEDELINO",RES3,240,1
745,2020030070,"RENDORA, REMEDIOS",RES2,240,1
746,2020030071,"QUEBEC, FEDELINO B.",RES2,240,1
747,2020030073,"OBALLO, GAUDIOSA",RES3,240,1
748,2020030080,"CABALLES, RODRIGO",RES3,240,1
749,2020030090,"ARGUELLES, ROMEO",RES1,240,1
750,2020030105,"AGUILOS, WALTER G.",RES2,240,1
751,2020030120,"MISA, MERCEDES",RES3,240,1
752,2020030125,"QULANETA, CORAZON Q.",RES1,240,1
753,2020030130,"DALOMIAS, JORGE",RES1,240,1
754,2020030135,"BALENDO, JUSTINO L.",RES1,240,1
755,2020030140,"NARTEA, SANTIAGO",RES1,240,1
756,2020030145,"PEREA, MYLA P.",RES1,240,1
757,2020030150,"AGUIRRE, ALBERTO",RES1,240,1
758,2020030165,"PRADA, PATROCENIA C.",RES1,240,1
759,2020030170,"MOLABOLA, REMEDIOS",RES4,240,1
760,2020030175,"MONTESCLAROS, MARIAN P. (KIOSK)",COM1,240,1
761,2020030180,"SALVACION, CONCORDIA",RES1,240,1
762,2020030185,"ARPON, GREGORIO UY",RES4,240,1
763,2020030190,"SALVACION, VICENTE",RES2,240,1
764,2020030195,"PONTILAN, JESUS V.",RES3,240,1
765,2020030200,"PIGAR, MARGARITA",RES4,240,1
766,2020030205,"BACTOL, ELIZABETH A.",RES1,240,1
767,2020030210,"SALVACION, MARIA",RES3,240,1
768,2020030215,"AGERO, LEMUEL L.",RES4,240,1
769,2020030220,"SONON, CLEMENTE",RES1,240,1
770,2020030221,"SALVACION, CAYO",RES1,240,1
771,2020030226,"NARTEA, ALFREDO",RES3,240,1
772,2020030230,"SALVACION, LOURDES",RES4,240,1
773,2020030235,"MAKABENTA, REYNALDO R.",RES2,240,1
774,2020030240,"SALVACION, JUANA",RES1,240,1
775,2020030245,"NIVERA, VICTOR III P.",RES3,240,1
776,2020030250,"PANGILINAN, ROSITA",RES1,240,1
777,2020030255,"LLANETA, MANUEL",RES1,240,1
778,2020030256,"REGULAR, VIRGINIA",RES2,240,1
779,2020030260,"TAMPOL, CLARA",RES2,240,1
780,2020030265,"EMBALSADO, JOSEPH D.",RES3,240,1
781,2020030272,"BASEA, NICOLAS",RES1,240,1
782,2020030273,"CADIENTE, ARNOLD",RES1,240,1
783,2020030275,"RA?IN, BENJAMIN",RES3,240,1
784,2020030279,"LIM, VICENTA",RES3,240,1
785,2020030280,"BASEA, VITO",RES2,240,1
786,2020030281,"ADAZA, HELEN",PB,240,1
787,2020030282,"FLORES, VILMA",RES1,240,1
788,2020030290,"OBAOB, IGNACIO",RES3,240,1
789,2020030295,"BASEA, AHL",RES3,240,1
790,2020030300,"CESAR, FE",RES3,240,1
791,2020030305,"NEGADO, FLORENTINO P.",RES1,240,1
792,2020030315,"BALENDO, LORENZA L.",RES2,240,1
793,2020030320,"TOLOSA, GILDA",RES4,240,1
794,2020030325,"GARILLO, RICKY N.",RES1,240,1
795,2020030330,"NEGADO, JESUS",RES4,240,1
796,2020030335,PHCCI,COM2,240,1
797,2020030340,"URMENETA, SYLVIA",RES4,240,1
798,2020030345,"AMI, ZOSIMA G.",RES1,240,1
799,2020030347,"PERUDA, MELCHOR",RES2,240,1
800,2020030350,"JAVINES, JOVENCIO",RES4,240,1
801,2020030370,"TOLOSA, SERAFINA",RES2,240,1
802,2020030375,"PANALIGAN, MA. ZOLITA N.",RES4,240,1
803,2020030380,"PRECIA, SATURNINO",RES4,240,1
804,2020030385,"NARIDO, MARK NICHOLS S.",RES1,240,1
805,2020030390,"SUDARIO, NATIVIDAD",RES1,240,1
806,2020030392,"ARGUELLES, LEONARDO",RES3,240,1
807,2020030393,"IRLANDEZ, ELMER",RES1,240,1
808,2020030394,"TIZON, RHEA D./REYNAN",RES3,240,1
809,2020030395,"DE LA PENA, RUFINO",RES4,240,1
810,2020030396,"NARTEA, LITO",RES2,240,1
811,2020030398,BRGY. CHAPEL,PB,240,1
812,2020030399,"PICARDAL, JORGIE",RES3,240,1
813,2020030400,"MACALALAG, REYNALDA R.",RES2,240,1
814,2020030401,"PICARDAL, ELSA",RES1,240,1
815,2020030402,"HIDALGO, CONCORDIA",RES1,240,1
816,2020030405,"PERUDA, PASCUAL",RES2,240,1
817,2020030407,"AGUILAR, FLORITA",RES1,240,1
818,2020030408,"COLUMBRETES, PINKY",RES1,240,1
819,2020030409,"CANASTA, BORROMEO",RES1,240,1
820,2020030410,"PERUDA, MANUEL",RES3,240,1
821,2020030411,"QUEBEC, ROMULO",RES1,240,1
822,2020030413,"GOLEZ, ZOSIMA",RES2,240,1
823,2020030414,"PERUDA, MELCHOR",RES1,240,1
824,2020030415,"REBUCAN, TERESITA",RES1,240,1
825,2020030416,"AGUILAR, AMANDO",RES1,240,1
826,2020030417,"CLAROS, ANECITA",RES1,240,1
827,2020030418,"ROTAIRO, ROSARIO",RES1,240,1
828,2020030419,"MAKABENTA, LUCY R.",RES1,240,1
829,2020030435,"CANESO, ZENAIDA",RES2,240,1
830,2020030440,"INALISAN, NIEVES",RES4,240,1
831,2020030450,"PETALLANA, MA. LUISA",RES3,240,1
832,2020030455,"MOLABOLA, RUPERTO",RES1,240,1
833,2020030465,"PENESA, VICTORIA B.",RES2,240,1
834,2020030470,"IRLANDEZ, FELIX",RES2,240,1
835,2020030475,"FORSUELO, VIRGINIA B.",RES2,240,1
836,2020030480,"DADACAY, ADELAIDA",RES1,240,1
837,2020030490,"TONGOL, APOLINARIO JR.",RES2,240,1
838,2020030500,"ABORQUE, CESARIO",RES1,240,1
839,2020030505,"CAPARAS, TITA S.",RES2,240,1
840,2020030510,"PEREA, TRECENA",RES2,240,1
841,2020030515,"CABALLES, SHERLIE SALVACION",RES2,240,1
842,2020030525,"BASEA, LANIELYN A.",RES1,240,1
843,2020030535,"APOSTOL, MYLA L.",RES1,240,1
844,2020030540,"DRILON, ISAURO",RES1,240,1
845,2020030545,"BASEA, ALYSSA MAE A.",RES1,240,1
846,2020030550,"INFANTE, VEDASTO",RES4,240,1
847,2020030560,"RA?IN, REYNALDO",RES3,240,1
848,2020030565,"CABALUNA, JOSEPH Q.",RES1,240,1
849,2020030570,"GO, ANA",RES4,240,1
850,2020030585,"OBAOB, BENIGNO C.",RES2,240,1
851,2020030590,"QUILANETA, SEGUNDO",RES4,240,1
852,2020030595,"ANGAYANGAY, GUILLERMA R.",RES1,240,1
853,2020030600,"AGUIRRE, IRENEA",RES4,240,1
854,2020030605,"MACALALAG, ROWENA R.",RES2,240,1
855,2020030610,"HIDALGO, NECITAS",RES4,240,1
856,2020030615,"SAYAS, RENATO I.",RES2,240,1
857,2020030625,"MANAIT, SHERLY N.",RES1,240,1
858,2020030630,"TAJANAN, MERCEDES",RES4,240,1
859,2020030635,"VERSOZA, ROSALINDA R.",RES2,240,1
860,2020030640,"URMENETA, TIBURCIO",RES3,240,1
861,2020030645,"GOBATAO, JENNIFER I.",RES1,240,1
862,2020030650,"URMENETA, ANTONIO",RES3,240,1
863,2020030655,"MEDINO, JEAN A.",RES4,240,1
864,2020030660,"HIDALGO, NECITAS",RES4,240,1
865,2020030665,"DE LA PENA, ROSITA P.",RES1,240,1
866,2020030670,"QUILANETA, ROSALINO",RES3,240,1
867,2020030675,"DITALO, DANDY",RES3,240,1
868,2020030680,"BACOLOD, L./BACULANTA, TARCELA",RES1,240,1
869,2020030685,"APOSTOL, ARTURO",RES1,240,1
870,2020030690,"PANIM, ANACORITA",RES1,240,1
871,2020030693,"DEQUITO, REBECCA",RES3,240,1
872,2020030700,"BACONG, CONSTANCIA",RES4,240,1
873,2020030710,"CONDALOR, CEFERINO",RES3,240,1
874,2020030715,"SENILLA, ERLINDA N.",RES1,240,1
875,2020030720,"MARQUEZ, HONORATA",RES1,240,1
876,2020030725,"BACTOL, ANTONIO B.",RES1,240,1
877,2020030730,"CEBREROS, TERESITA",RES1,240,1
878,2020030735,"NARCESO, MANILYN F.",RES1,240,1
879,2020030745,"JULI, ELIZABETH S.",RES1,240,1
880,2020030750,"DACARA, VIDAL, JR.",RES3,240,1
881,2020030755,"DARNAYLA, AGAPITO R., JR",RES2,240,1
882,2020030760,"OTIBAR, BERNARDITA",RES3,240,1
883,2020030770,"CANNON, IRENE",RES1,240,1
884,2020030775,"CONDALOR, MARILYN O.",RES2,240,1
885,2020030780,"CANNON, IRENE",RES1,240,1
886,2020030785,"SALVACION, SUSAN B.",RES1,240,1
887,2020030790,"SANTOS, MARCELA",RES3,240,1
888,2020030800,"NEGADO, JUAN",RES4,240,1
889,2020030810,"SAVERET, BONIFACIO",RES3,240,1
890,2020030820,"NEGADO, ANTEA",RES1,240,1
891,2020030840,"LIROM, ANACLITA",RES2,240,1
892,2020030850,"DAGANASOL, MATILDE",RES4,240,1
893,2020030853,"DARANTINAO, ROSALIA",RES3,240,1
894,2020030865,"MARQUEZ, PAULINO",RES1,240,1
895,2020030870,"PARENA, MARCIAL",RES4,240,1
896,2020030875,"CERA, FELOMINA",RES2,240,1
897,2020030880,"PARENA, RODULFO",RES4,240,1
898,2020030890,"ABRIGO, MELINDA",RES1,240,1
899,2020030916,"MENDOZA, JESSIE",RES2,240,1
900,2020030917,"CABASE, VIOLETA",RES1,240,1
901,2020030970,"PEÑARANDA, RUFINA M.",RES4,240,1
902,2020030982,"BRAVO, SALVACION",COM2,240,1
903,2020030984,"BRAVO, SALVACION",RES1,240,1
904,2020030985,MJ CYBER CAFE/GINA C. CLAVECILLAS,COM1,240,1
905,2020030991,"BRAVO, SALVADOR",RES3,240,1
906,2020031000,"BACULANTA, CLARA",COM1,240,1
907,2020031010,"DY, RODULFO",COM1,240,1
908,2020031015,"QUALITY BAKESHOP/GARRIDO, JACINTA",COM3,240,1
909,2020031016,"NUESCA, ANITA",COM1,240,1
910,2020031017,"DY, TERESITA",COM1,240,1
911,2020031018,PURE CASH LENDING,COM1,240,1
912,2020031020,"DY, RODULFO",RES3,240,1
913,2020031040,"MARQUEZ, JOSE",COM3,240,1
914,2020031060,"ENTERESO, REMEGIO",RES1,240,1
915,2020031065,"MORALDE, LYDIA",COM1,240,1
916,2020031080,"ENTERESO, VICTORIA",RES3,240,1
917,2020031090,"BRIER, AMADO",RES4,240,1
918,2020031092,"FALGUERA, VIDA",RES2,240,1
919,2020031095,"GRANADOS, PRIMITIVO",RES3,240,1
920,2020031096,"ARPON, MELNA",RES4,240,1
921,2020031100,"NEGADO, CONRADO",RES2,240,1
922,2020031110,"ARPON, GREGORIO",RES4,240,1
923,2020031130,"BRAVO, ELDEFONSO",RES1,240,1
924,2020031142,"RAPI, ELSA",RES1,240,1
925,2020031145,"NIVERA, VICTOR P., III",RES4,240,1
926,2020031150,"RAPI, PETRA",RES4,240,1
927,2020031151,"ANTONIO, VIRGINIA A.",RES4,240,1
928,2020031160,"NEGADO, RAMON",RES2,240,1
929,2020031170,"CLEMENTE, MIRAFE C.",RES3,240,1
930,2020031200,"IRLANDEZ, FRANCISCO",RES1,240,1
