Count,Secondary Distribution Line ID,From Bus ID,To  Bus ID,Phasing,Installation Type,Length         (meters),Conductor Type,Conductor Size,Unit (C) 
1219,OSA1207,S0126-0010-002A,S0126-0010-002B,AN,2,52,ACSR,2,AWG
1220,OSA1208,S0126-0010-002a,S0126-0010-002b,AN,2,48,ACSR,2,AWG
1221,OSA1209,S0126-0012-0001,S0126-0012-001a,AN,2,57,ACSR,2,AWG
1222,OSA1210,S0126-0012-0001,S0126-0012-001A,AN,2,46,ACSR,2,AWG
1223,UBA1211,S0126-008B-0002,S0126-008B-0001,BN,1,58,ACSR,2,AWG
1224,UBA1212,S0126-008B-0003,S0126-008B-0004,BN,1,56,ACSR,2,AWG
1225,UBA1213,S0126-008B-0003,S0126-008B-0002,BN,1,48,ACSR,2,AWG
1226,OSA1214,S0126-008B-0001,S0126-008B-001a,BN,2,48,ACSR,2,AWG
1227,OSA1215,S0126-008B-001a,S0126-008B-001b,BN,2,40,ACSR,2,AWG
1228,OSA1216,S0126-008B-001b,S0126-008B-001c,BN,2,46,ACSR,2,AWG
1229,UBA1217,DT0000000128-4,S0128-0004-0004,AN,1,1,ACSR,2,AWG
1230,UBA1218,DT0000000128-4A,S0128-004A-0001,AN,1,1,ACSR,2,AWG
1231,UBA1219,S0128-0004-0002,S0128-0004-0001,AN,1,43,ACSR,2,AWG
1232,UBA1220,S0128-0004-0003,S0128-0004-0002,AN,1,46,ACSR,2,AWG
1233,OSA1221,S0128-0004-0004,S0128-0004-004a,AN,2,50,ACSR,2,AWG
1234,OSA1222,S0128-0004-0004,S0128-0004-004A,AN,2,46,ACSR,2,AWG
1235,UBA1223,S0128-0004-0004,S0128-0004-0005,AN,1,50,ACSR,2,AWG
1236,OSA2599,S0128-0004-0005,S0128-0004-005a,AN,1,50,ACSR,2,AWG
1237,UBA1224,S0128-0004-0004,S0128-0004-0003,AN,1,67,ACSR,2,AWG
1238,UBA1225,S0128-0004-0005,S0128-0004-0006,AN,1,47,ACSR,2,AWG
1239,UBA1226,S0128-0004-0006,S0128-0004-0007,AN,1,48,ACSR,2,AWG
1240,UBA1227,S0128-0004-0007,S0128-0004-0008,AN,1,42,ACSR,2,AWG
1241,UBA1228,DT0000000129,S000129-0000003,AN,1,1,ACSR,2,AWG
1242,UBA1229,S000129-0000002,S000129-0000001,AN,1,71,ACSR,2,AWG
1243,OSA1230,S000129-0000003,S000129-000003A,AN,2,44,ACSR,2,AWG
1244,UBA1231,S000129-0000003,S000129-0000004,AN,1,64,ACSR,2,AWG
1245,UBA1232,S000129-0000003,S000129-0000002,AN,1,35,ACSR,2,AWG
1246,OSA1233,S000129-0000004,S000129-000004a,AN,2,105,ACSR,2,AWG
1247,UBA1234,S000129-0000004,S000129-0000005,AN,1,46,ACSR,2,AWG
1248,OSA1235,S000129-0000005,S000129-000005A,AN,2,40,ACSR,2,AWG
1249,UBA1236,S000129-0000005,S000129-0000006,AN,1,70,ACSR,2,AWG
1250,UBA1236,S000129-0000006,S000129-000006A,AN,1,70,ACSR,2,AWG
1251,UBA1237,S000129-0000006,S000129-0000007,AN,1,71,ACSR,2,AWG
1252,UBA1238,S000129-0000007,S000129-0000008,AN,1,40,ACSR,2,AWG
1253,OSA1239,S000129-000003A,S000129-000003B,AN,2,43,ACSR,2,AWG
1254,OSA1240,S000129-000003B,S000129-000003C,AN,2,46,ACSR,2,AWG
1255,OSA1241,S000129-000003C,S000129-000003D,AN,2,46,ACSR,2,AWG
1256,OSA1242,S000129-000004a,S000129-000004b,AN,2,80,ACSR,2,AWG
1257,OSA1243,S000129-000005A,S000129-000005B,AN,2,40,ACSR,2,AWG
1258,OSA1244,S000129-000005B,S000129-000005C,AN,2,40,ACSR,2,AWG
1259,UBA1245,DT0000000130-16,S0130-0016-0015,AN,1,1,ACSR,2,AWG
1260,UBA1246,DT0000000130-20,S0130-0020-0001,BN,1,1,ACSR,2,AWG
1261,UBA1247,DT0000000130-25,S0130-0025-0001,BN,1,1,ACSR,2,AWG
1262,UBA1248,DT0000000130-31,S0130-0031-0011,BN,1,1,ACSR,2,AWG
1263,UBA1249,DT0000000130-49,S0130-0049-0012,BN,1,1,ACSR,2,AWG
1264,UBA1250,DT0000000130-62,S0130-0062-0001,BN,1,1,ACSR,2,AWG
1265,UBA1251,DT0000000130-63,S0130-0063-0011,BN,1,1,ACSR,2,AWG
1266,UBA1252,DT0000000130-70,S0130-0070-0008,BN,1,1,ACSR,2,AWG
1267,UBA1253,DT0000000130-88,S0130-0088-0004,BN,1,1,ACSR,2,AWG
1268,UBA1254,DT0000000130-98,S0130-0098-0008,BN,1,1,ACSR,2,AWG
1269,UBA1255,DT0000000130-117,S0130-0117-0009,BN,1,1,ACSR,2,AWG
1270,UBA1256,DT0000000130-31-4,S130-31-04-0004,AN,1,1,ACSR,2,AWG
1271,UBA1257,DT0000000130-31-9,S130-31-09-0001,AN,1,1,ACSR,2,AWG
1272,UBA1258,DT0000000130-53-8,S130-53-08-0004,CN,1,1,ACSR,2,AWG
1273,UBA1259,DT0000000130-53-20F,S130-53-20F-006,CN,1,1,ACSR,2,AWG
1274,UBA1260,DT0000000130-53-24,S130-53-24-0004,CN,1,1,ACSR,2,AWG
1275,UBA1261,DT0000000130-53-38,S130-53-38-0009,CN,1,1,ACSR,2,AWG
1276,UBA1262,DT0000000130-53-44,S130-53-44-0001,CN,1,1,ACSR,2,AWG
1277,UBA1263,DT0000000130-56-4,S130-56-04-0003,BN,1,1,ACSR,2,AWG
1278,UBA1264,DT0000000130-56-12,S130-56-12-0007,BN,1,1,ACSR,2,AWG
1279,UBA1265,DT0000000130-88A-18,S130-88-18-0014,BN,1,1,ACSR,2,AWG
1280,UBA1266,S0130-0016-0002,S0130-0016-0001,AN,1,63,ACSR,2,AWG
1281,UBA1267,S0130-0016-0003,S0130-0016-0002,AN,1,73,ACSR,2,AWG
1282,UBA1268,S0130-0016-0004,S0130-0016-0003,AN,1,65,ACSR,2,AWG
1283,UBA1269,S0130-0016-0005,S0130-0016-0004,AN,1,61,ACSR,2,AWG
1284,UBA1270,S0130-0016-0006,S0130-0016-0005,AN,1,93,ACSR,2,AWG
1285,UBA1271,S0130-0016-0007,S0130-0016-0006,AN,1,63,ACSR,2,AWG
1286,UBA1272,S0130-0016-0008,S0130-0016-0007,AN,1,77,ACSR,2,AWG
1287,UBA1273,S0130-0016-0009,S0130-0016-0008,AN,1,74,ACSR,2,AWG
1288,UBA1274,S0130-0016-0010,S0130-0016-0009,AN,1,68,ACSR,2,AWG
1289,UBA1275,S0130-0016-0011,S0130-0016-0010,AN,1,70,ACSR,2,AWG
1290,OSA1276,S0130-0016-0012,S0130-0016-012a,AN,2,79,ACSR,2,AWG
1291,UBA1277,S0130-0016-0012,S0130-0016-0011,AN,1,63,ACSR,2,AWG
1292,UBA1278,S0130-0016-0013,S0130-0016-0012,AN,1,79,ACSR,2,AWG
1293,UBA1279,S0130-0016-0014,S0130-0016-0013,AN,1,61,ACSR,2,AWG
1294,UBA1280,S0130-0016-0015,S0130-0016-0016,AN,1,51,ACSR,2,AWG
1295,UBA1281,S0130-0016-0015,S0130-0016-0014,AN,1,74,ACSR,2,AWG
1296,UBA1282,S0130-0016-0016,S0130-0016-0017,AN,1,44,ACSR,2,AWG
1297,OSA1283,S0130-0016-0017,S0130-0016-017a,AN,2,58,ACSR,2,AWG
1298,UBA1284,S0130-0016-0017,S0130-0016-0018,AN,1,68,ACSR,2,AWG
1299,UBA1285,S0130-0016-0018,S0130-0016-0019,AN,1,58,ACSR,2,AWG
1300,UBA1286,S0130-0031-0002,S0130-0031-0001,BN,1,51,ACSR,2,AWG
1301,UBA1287,S0130-0031-0003,S0130-0031-0002,BN,1,52,ACSR,2,AWG
1302,UBA1288,S0130-0031-0004,S0130-0031-0003,BN,1,89,ACSR,2,AWG
1303,UBA1289,S0130-0031-0005,S0130-0031-0004,BN,1,84,ACSR,2,AWG
1304,OSA1290,S0130-0031-0006,S0130-0031-006A,BN,2,64,ACSR,2,AWG
1305,UBA1291,S0130-0031-0006,S0130-0031-0005,BN,1,54,ACSR,2,AWG
1306,UBA1292,S0130-0031-0007,S0130-0031-0006,BN,1,63,ACSR,2,AWG
1307,UBA1293,S0130-0031-0008,S0130-0031-0007,BN,1,52,ACSR,2,AWG
1308,UBA1294,S0130-0031-0009,S0130-0031-0008,BN,1,74,ACSR,2,AWG
1309,UBA1295,S0130-0031-0010,S0130-0031-0009,BN,1,90,ACSR,2,AWG
1310,UBA1296,S0130-0031-0011,S0130-0031-0012,BN,1,63,ACSR,2,AWG
1311,UBA1297,S0130-0031-0011,S0130-0031-0010,BN,1,48,ACSR,2,AWG
1312,UBA1298,S0130-0031-0012,S0130-0031-0013,BN,1,71,ACSR,2,AWG
1313,OSA1299,S0130-0031-0013,S0130-0031-013A,BN,2,71,ACSR,2,AWG
1314,UBA1300,S0130-0031-0013,S0130-0031-0014,BN,1,58,ACSR,2,AWG
1315,UBA1301,S0130-0031-0014,S0130-0031-0015,BN,1,71,ACSR,2,AWG
1316,OSA1302,S0130-0031-013A,S0130-0031-013B,BN,2,54,ACSR,2,AWG
1317,OSA1303,S0130-0031-013B,S0130-0031-013C,BN,2,63,ACSR,2,AWG
1318,OSA1304,S0130-0031-013C,S0130-0031-013D,BN,2,52,ACSR,2,AWG
1319,OSA1305,S0130-0031-013D,S0130-0031-013E,BN,2,74,ACSR,2,AWG
1320,OSA1306,S0130-0049-0002,S0130-0049-002a,BN,2,90,ACSR,2,AWG
1321,UBA1307,S0130-0049-0002,S0130-0049-0001,BN,1,88,ACSR,2,AWG
1322,UBA1308,S0130-0049-0003,S0130-0049-0002,BN,1,68,ACSR,2,AWG
1323,OSA1309,S0130-0049-0004,S0130-0049-004A,BN,2,56,ACSR,2,AWG
1324,UBA1310,S0130-0049-0004,S0130-0049-0003,BN,1,64,ACSR,2,AWG
1325,UBA1311,S0130-0049-0005,S0130-0049-0004,BN,1,68,ACSR,2,AWG
1326,UBA1312,S0130-0049-0006,S0130-0049-0005,BN,1,56,ACSR,2,AWG
1327,UBA1313,S0130-0049-0007,S0130-0049-0006,BN,1,56,ACSR,2,AWG
1328,UBA1314,S0130-0049-0008,S0130-0049-0007,BN,1,66,ACSR,2,AWG
1329,UBA1315,S0130-0049-0009,S0130-0049-0008,BN,1,56,ACSR,2,AWG
1330,UBA1316,S0130-0049-0010,S0130-0049-0009,BN,1,84,ACSR,2,AWG
1331,UBA1317,S0130-0049-0011,S0130-0049-0010,BN,1,63,ACSR,2,AWG
1332,UBA1318,S0130-0049-0012,S0130-0049-0013,BN,1,63,ACSR,2,AWG
1333,UBA1319,S0130-0049-0012,S0130-0049-0011,BN,1,77,ACSR,2,AWG
1334,UBA1320,S0130-0049-0013,S0130-0049-0014,BN,1,56,ACSR,2,AWG
1335,UBA1321,S0130-0049-0014,S0130-0049-0015,BN,1,79,ACSR,2,AWG
1336,UBA1322,S0130-0049-0015,S0130-0049-0016,BN,1,94,ACSR,2,AWG
1337,OSA1323,S0130-0049-002a,S0130-0049-002b,BN,2,56,ACSR,2,AWG
1338,OSA1324,S0130-0049-004A,S0130-0049-004B,BN,2,84,ACSR,2,AWG
1339,OSA1325,S0130-0049-004B,S0130-0049-004C,BN,2,63,ACSR,2,AWG
1340,OSA1326,S0130-0049-004C,S0130-0049-004D,BN,2,63,ACSR,2,AWG
1341,UBA1327,S0130-0063-0002,S0130-0063-0001,BN,1,64,ACSR,2,AWG
1342,UBA1328,S0130-0063-0003,S0130-0063-0002,BN,1,61,ACSR,2,AWG
1343,UBA1329,S0130-0063-0004,S0130-0063-0003,BN,1,53,ACSR,2,AWG
1344,UBA1330,S0130-0063-0005,S0130-0063-0004,BN,1,53,ACSR,2,AWG
1345,UBA1331,S0130-0063-0006,S0130-0063-0005,BN,1,48,ACSR,2,AWG
1346,UBA1332,S0130-0063-0007,S0130-0063-0006,BN,1,28,ACSR,2,AWG
1347,UBA1333,S0130-0063-0008,S0130-0063-0007,BN,1,63,ACSR,2,AWG
1348,UBA1334,S0130-0063-0009,S0130-0063-0008,BN,1,58,ACSR,2,AWG
1349,UBA1335,S0130-0063-0010,S0130-0063-0009,BN,1,54,ACSR,2,AWG
1350,UBA1336,S0130-0063-0011,S0130-0063-0012,BN,1,62,ACSR,2,AWG
1351,UBA1337,S0130-0063-0011,S0130-0063-0010,BN,1,59,ACSR,2,AWG
1352,UBA1338,S0130-0063-0012,S0130-0063-0013,BN,1,96,ACSR,2,AWG
1353,UBA1339,S0130-0063-0013,S0130-0063-0014,BN,1,62,ACSR,2,AWG
1354,UBA1340,S0130-0063-0014,S0130-0063-0015,BN,1,96,ACSR,2,AWG
1355,UBA1341,S0130-0070-0002,S0130-0070-0001,BN,1,71,ACSR,2,AWG
1356,UBA1342,S0130-0070-0003,S0130-0070-0002,BN,1,72,ACSR,2,AWG
1357,UBA1343,S0130-0070-0004,S0130-0070-0003,BN,1,68,ACSR,2,AWG
1358,UBA1344,S0130-0070-0005,S0130-0070-0004,BN,1,63,ACSR,2,AWG
1359,UBA1345,S0130-0070-0006,S0130-0070-0005,BN,1,77,ACSR,2,AWG
1360,UBA1346,S0130-0070-0007,S0130-0070-0006,BN,1,83,ACSR,2,AWG
1361,UBA1347,S0130-0070-0008,S0130-0070-0009,BN,1,57,ACSR,2,AWG
1362,UBA1348,S0130-0070-0008,S0130-0070-0007,BN,1,69,ACSR,2,AWG
1363,UBA1349,S0130-0070-0009,S0130-0070-0010,BN,1,56,ACSR,2,AWG
1364,UBA1350,S0130-0070-0010,S0130-0070-0011,BN,1,73,ACSR,2,AWG
1365,UBA1351,S0130-0070-0011,S0130-0070-0012,BN,1,75,ACSR,2,AWG
1366,UBA1352,S0130-0070-0012,S0130-0070-0013,BN,1,39,ACSR,2,AWG
1367,OSA1353,S0130-0070-0013,S0130-0070-013a,BN,2,63,ACSR,2,AWG
1368,UBA1354,S0130-0070-0013,S0130-0070-0014,BN,1,54,ACSR,2,AWG
1369,UBA1355,S0130-0070-0014,S0130-0070-0015,BN,1,77,ACSR,2,AWG
1370,UBA1356,S0130-0070-0015,S0130-0070-0016,BN,1,59,ACSR,2,AWG
1371,UBA1357,S0130-0070-0016,S0130-0070-0017,BN,1,54,ACSR,2,AWG
1372,OSA1358,S0130-0070-013a,S0130-0070-013b,BN,2,73,ACSR,2,AWG
1373,OSA1359,S0130-0088-0002,S0130-0088-002A,BN,2,70,ACSR,2,AWG
1374,UBA1360,S0130-0088-0002,S0130-0088-0001,BN,1,66,ACSR,2,AWG
1375,UBA1361,S0130-0088-0003,S0130-0088-0002,BN,1,70,ACSR,2,AWG
1376,OSA1362,S0130-0088-0004,S0130-0088-004a,BN,2,55,ACSR,2,AWG
1377,OSA1363,S0130-0088-0004,S0130-0088-004A,BN,2,66,ACSR,2,AWG
1378,UBA1364,S0130-0088-0004,S0130-0088-0005,BN,1,48,ACSR,2,AWG
1379,UBA1365,S0130-0088-0004,S0130-0088-0003,BN,1,95,ACSR,2,AWG
1380,UBA1366,S0130-0088-0005,S0130-0088-0006,BN,1,45,ACSR,2,AWG
1381,UBA1367,S0130-0088-0006,S0130-0088-0007,BN,1,49,ACSR,2,AWG
1382,OSA1368,S0130-0088-002A,S0130-0088-002B,BN,2,65,ACSR,2,AWG
1383,OSA1369,S0130-0088-002B,S0130-0088-002C,BN,2,67,ACSR,2,AWG
1384,OSA1370,S0130-0088-002C,S0130-0088-002D,BN,2,75,ACSR,2,AWG
1385,OSA1371,S0130-0088-002D,S0130-0088-002E,BN,2,60,ACSR,2,AWG
1386,OSA1372,S0130-0088-004a,S0130-0088-004b,BN,2,73,ACSR,2,AWG
1387,OSA1373,S0130-0088-004A,S0130-0088-004B,BN,2,96,ACSR,2,AWG
1388,OSA1374,S0130-0088-004b,S0130-0088-004c,BN,2,46,ACSR,2,AWG
1389,OSA1375,S0130-0088-004B,S0130-0088-004C,BN,2,102,ACSR,2,AWG
1390,OSA1376,S0130-0088-004c,S0130-0088-004d,BN,2,60,ACSR,2,AWG
1391,OSA1377,S0130-0088-004C,S0130-0088-004D,BN,2,77,ACSR,2,AWG
1392,OSA1378,S0130-0088-004d,S0130-0088-004e,BN,2,51,ACSR,2,AWG
1393,OSA1379,S0130-0088-004e,S0130-0088-004f,BN,2,69,ACSR,2,AWG
1394,OSA1380,S0130-0088-004f,S0130-0088-004g,BN,2,55,ACSR,2,AWG
1395,OSA1381,S0130-0088-004g,S0130-0088-004h,BN,2,102,ACSR,2,AWG
1396,OSA1382,S0130-0088-004h,S0130-0088-004i,BN,2,81,ACSR,2,AWG
1397,OSA1383,S0130-0088-004i,S0130-0088-004j,BN,2,69,ACSR,2,AWG
1398,OSA1384,S0130-0088-004j,S0130-0088-004k,BN,2,83,ACSR,2,AWG
1399,OSA1385,S0130-0088-004k,S0130-0088-004l,BN,2,99,ACSR,2,AWG
1400,OSA1386,S0130-0088-004l,S0130-0088-004m,BN,2,91,ACSR,2,AWG
1401,OSA1387,S0130-0088-004m,S0130-0088-004n,BN,2,76,ACSR,2,AWG
1402,OSA1388,S0130-0088-004n,S0130-0088-004o,BN,2,71,ACSR,2,AWG
1403,OSA1389,S0130-0088-004o,S0130-0088-004p,BN,2,60,ACSR,2,AWG
1404,OSA1390,S0130-0088-004p,S0130-0088-004q,BN,2,50,ACSR,2,AWG
1405,UBA1391,S0130-0098-0002,S0130-0098-0001,BN,1,75,ACSR,2,AWG
1406,UBA1392,S0130-0098-0003,S0130-0098-0002,BN,1,67,ACSR,2,AWG
1407,UBA1393,S0130-0098-0004,S0130-0098-0003,BN,1,67,ACSR,2,AWG
1408,UBA1394,S0130-0098-0005,S0130-0098-0004,BN,1,34,ACSR,2,AWG
1409,UBA1395,S0130-0098-0006,S0130-0098-0005,BN,1,59,ACSR,2,AWG
1410,UBA1396,S0130-0098-0007,S0130-0098-0006,BN,1,72,ACSR,2,AWG
1411,UBA1397,S0130-0098-0008,S0130-0098-0009,BN,1,54,ACSR,2,AWG
1412,UBA1398,S0130-0098-0008,S0130-0098-0007,BN,1,54,ACSR,2,AWG
1413,UBA1399,S0130-0098-0009,S0130-0098-0010,BN,1,75,ACSR,2,AWG
1414,OSA1400,S0130-0098-0010,S0130-0098-010A,BN,2,66,ACSR,2,AWG
1415,UBA1401,S0130-0098-0010,S0130-0098-0011,BN,1,61,ACSR,2,AWG
1416,UBA1402,S0130-0098-0011,S0130-0098-0012,BN,1,66,ACSR,2,AWG
1417,UBA1403,S0130-0098-0012,S0130-0098-0013,BN,1,97,ACSR,2,AWG
1418,UBA1404,S0130-0098-0013,S0130-0098-0014,BN,1,76,ACSR,2,AWG
1419,UBA1405,S0130-0098-0014,S0130-0098-0015,BN,1,66,ACSR,2,AWG
1420,OSA1406,S0130-0098-0015,S0130-0098-015a,BN,2,76,ACSR,2,AWG
1421,UBA1407,S0130-0098-0015,S0130-0098-0016,BN,1,55,ACSR,2,AWG
1422,OSA1408,S0130-0098-0016,S0130-0098-016a,BN,2,64,ACSR,2,AWG
1423,UBA1409,S0130-0098-0016,S0130-0098-0017,BN,1,59,ACSR,2,AWG
1424,UBA1410,S0130-0098-0017,S0130-0098-0018,BN,1,64,ACSR,2,AWG
1425,UBA1411,S0130-0098-0018,S0130-0098-0019,BN,1,74,ACSR,2,AWG
1426,OSA1412,S0130-0098-010A,S0130-0098-010B,BN,2,78,ACSR,2,AWG
1427,OSA1413,S0130-0098-010B,S0130-0098-010C,BN,2,85,ACSR,2,AWG
1428,OSA1414,S0130-0098-015a,S0130-0098-015b,BN,2,63,ACSR,2,AWG
1429,UBA1415,S0130-0117-0002,S0130-0117-0001,BN,1,54,ACSR,2,AWG
1430,UBA1416,S0130-0117-0003,S0130-0117-0002,BN,1,78,ACSR,2,AWG
1431,UBA1417,S0130-0117-0004,S0130-0117-0003,BN,1,85,ACSR,2,AWG
1432,UBA1418,S0130-0117-0005,S0130-0117-0004,BN,1,63,ACSR,2,AWG
1433,UBA1419,S0130-0117-0006,S0130-0117-0005,BN,1,47,ACSR,2,AWG
1434,UBA1420,S0130-0117-0007,S0130-0117-0006,BN,1,55,ACSR,2,AWG
1435,UBA1421,S0130-0117-0008,S0130-0117-0007,BN,1,36,ACSR,2,AWG
1436,UBA1422,S0130-0117-0009,S0130-0117-0010,BN,1,48,ACSR,2,AWG
1437,UBA1423,S0130-0117-0009,S0130-0117-0008,BN,1,74,ACSR,2,AWG
1438,UBA1424,S0130-0117-0010,S0130-0117-0011,BN,1,62,ACSR,2,AWG
1439,OSA1425,S0130-0117-0011,S0130-0117-011A,BN,2,101,ACSR,2,AWG
1440,UBA1426,S0130-0117-0011,S0130-0117-0012,BN,1,54,ACSR,2,AWG
1441,UBA1427,S0130-0117-0012,S0130-0117-0013,BN,1,61,ACSR,2,AWG
1442,UBA1428,S0130-0117-0013,S0130-0117-0014,BN,1,59,ACSR,2,AWG
1443,UBA1429,S0130-0117-0014,S0130-0117-0015,BN,1,53,ACSR,2,AWG
1444,UBA1430,S0130-0117-0015,S0130-0117-0016,BN,1,60,ACSR,2,AWG
1445,OSA1431,S0130-0117-0016,S0130-0117-016A,BN,2,85,ACSR,2,AWG
1446,UBA1432,S0130-0117-0016,S0130-0117-0017,BN,1,85,ACSR,2,AWG
1447,OSA1433,S0130-0117-011A,S0130-0117-011B,BN,2,54,ACSR,2,AWG
1448,OSA1434,S0130-0117-011B,S0130-0117-011C,BN,2,65,ACSR,2,AWG
1449,OSA1435,S0130-0117-011C,S0130-0117-011D,BN,2,75,ACSR,2,AWG
1450,OSA1436,S0130-0117-011D,S0130-0117-011E,BN,2,70,ACSR,2,AWG
1451,OSA1437,S0130-0117-011E,S0130-0117-011F,BN,2,81,ACSR,2,AWG
1452,OSA1438,S0130-0117-011F,S0130-0117-011G,BN,2,59,ACSR,2,AWG
1453,OSA1439,S0130-0117-016A,S0130-0117-016B,BN,2,85,ACSR,2,AWG
1454,UBA1440,S130-31-04-0002,S130-31-04-0001,AN,1,43,ACSR,2,AWG
1455,UBA1441,S130-31-04-0003,S130-31-04-0002,AN,1,71,ACSR,2,AWG
1456,OSA1442,S130-31-04-0004,S130-31-04-004a,AN,2,66,ACSR,2,AWG
1457,UBA1443,S130-31-04-0004,S130-31-04-0005,AN,1,49,ACSR,2,AWG
1458,UBA1444,S130-31-04-0004,S130-31-04-0003,AN,1,72,ACSR,2,AWG
1459,UBA1445,S130-31-04-0005,S130-31-04-0006,AN,1,62,ACSR,2,AWG
1460,OSA1446,S130-31-04-004a,S130-31-04-004b,AN,2,77,ACSR,2,AWG
1461,OSA1447,S130-31-09-0001,S130-31-09-001a,AN,2,72,ACSR,2,AWG
1462,OSA1448,S130-31-09-0001,S130-31-09-001A,AN,2,58,ACSR,2,AWG
1463,UBA1449,S130-31-09-0001,S130-31-09-0002,AN,1,58,ACSR,2,AWG
1464,UBA1450,S130-31-09-0002,S130-31-09-0003,AN,1,88,ACSR,2,AWG
1465,OSA1451,S130-31-09-001a,S130-31-09-001b,AN,2,68,ACSR,2,AWG
1466,OSA1452,S130-31-09-001A,S130-31-09-001B,AN,2,98,ACSR,2,AWG
1467,UBA1453,S130-31-09-001b,S130-31-09-01b1,AN,1,70,ACSR,2,AWG
1468,OSA1454,S130-31-09-001b,S130-31-09-001c,AN,2,63,ACSR,2,AWG
1469,OSA1455,S130-31-09-001c,S130-31-09-001d,AN,2,43,ACSR,2,AWG
1470,UBA1456,S130-31-09-01b1,S130-31-09-01b2,AN,1,55,ACSR,2,AWG
1471,UBA1457,S130-53-08-0002,S130-53-08-0001,CN,1,68,ACSR,2,AWG
1472,UBA1458,S130-53-08-0003,S130-53-08-0002,CN,1,65,ACSR,2,AWG
1473,OSA1459,S130-53-08-0004,S130-53-08-004a,CN,2,58,ACSR,2,AWG
1474,OSA1460,S130-53-08-0004,S130-53-08-004A,CN,2,68,ACSR,2,AWG
1475,UBA1461,S130-53-08-0004,S130-53-08-0005,CN,1,56,ACSR,2,AWG
1476,UBA1462,S130-53-08-0004,S130-53-08-0003,CN,1,39,ACSR,2,AWG
1477,UBA1463,S130-53-08-0005,S130-53-08-0006,CN,1,77,ACSR,2,AWG
1478,UBA1464,S130-53-08-0006,S130-53-08-0007,CN,1,71,ACSR,2,AWG
1479,UBA1465,S130-53-08-0007,S130-53-08-0008,CN,1,67,ACSR,2,AWG
1480,UBA1466,S130-53-08-0008,S130-53-08-0009,CN,1,51,ACSR,2,AWG
1481,UBA1467,S130-53-08-0009,S130-53-08-0010,CN,1,58,ACSR,2,AWG
1482,UBA1468,S130-53-08-0010,S130-53-08-0011,CN,1,53,ACSR,2,AWG
1483,UBA1469,S130-53-08-0011,S130-53-08-0012,CN,1,103,ACSR,2,AWG
1484,UBA1470,S130-53-08-0012,S130-53-08-0013,CN,1,86,ACSR,2,AWG
1485,UBA1471,S130-53-08-0013,S130-53-08-0014,CN,1,65,ACSR,2,AWG
1486,UBA1472,S130-53-08-0014,S130-53-08-0015,CN,1,68,ACSR,2,AWG
1487,UBA1473,S130-53-08-0015,S130-53-08-0016,CN,1,74,ACSR,2,AWG
1488,UBA1474,S130-53-08-0016,S130-53-08-0017,CN,1,83,ACSR,2,AWG
1489,UBA1475,S130-53-08-0017,S130-53-08-0018,CN,1,64,ACSR,2,AWG
1490,UBA1476,S130-53-08-0018,S130-53-08-0019,CN,1,56,ACSR,2,AWG
1491,UBA1477,S130-53-08-0019,S130-53-08-0020,CN,1,60,ACSR,2,AWG
1492,UBA1478,S130-53-08-0020,S130-53-08-0021,CN,1,67,ACSR,2,AWG
1493,OSA1479,S130-53-08-004a,S130-53-08-004b,CN,2,65,ACSR,2,AWG
1494,OSA1480,S130-53-08-004A,S130-53-08-004B,CN,2,67,ACSR,2,AWG
1495,OSA1481,S130-53-08-004b,S130-53-08-004c,CN,2,70,ACSR,2,AWG
1496,OSA1482,S130-53-08-004B,S130-53-08-004C,CN,2,91,ACSR,2,AWG
1497,OSA1483,S130-53-08-004c,S130-53-08-004d,CN,2,67,ACSR,2,AWG
1498,OSA1484,S130-53-08-004C,S130-53-08-004D,CN,2,78,ACSR,2,AWG
1499,OSA1485,S130-53-08-004d,S130-53-08-004e,CN,2,55,ACSR,2,AWG
1500,OSA1486,S130-53-08-004D,S130-53-08-004E,CN,2,47,ACSR,2,AWG
1501,OSA1487,S130-53-08-004e,S130-53-08-004f,CN,2,65,ACSR,2,AWG
1502,OSA1488,S130-53-08-004E,S130-53-08-004F,CN,2,35,ACSR,2,AWG
1503,UBA1489,S130-53-20F-002,S130-53-20F-001,CN,1,127,ACSR,2,AWG
1504,UBA1490,S130-53-20F-003,S130-53-20F-002,CN,1,70,ACSR,2,AWG
1505,OSA1491,S130-53-20F-004,S130-53-20F-04a,CN,2,83,ACSR,2,AWG
1506,UBA1492,S130-53-20F-004,S130-53-20F-003,CN,1,65,ACSR,2,AWG
1507,UBA1493,S130-53-20F-005,S130-53-20F-004,CN,1,65,ACSR,2,AWG
1508,UBA1494,S130-53-20F-006,S130-53-20F-007,CN,1,108,ACSR,2,AWG
1509,UBA1495,S130-53-20F-006,S130-53-20F-005,CN,1,59,ACSR,2,AWG
1510,UBA1496,S130-53-20F-007,S130-53-20F-008,CN,1,68,ACSR,2,AWG
1511,UBA1497,S130-53-20F-008,S130-53-20F-009,CN,1,72,ACSR,2,AWG
1512,OSA1498,S130-53-20F-04a,S130-53-20F-04b,CN,2,58,ACSR,2,AWG
1513,UBA1499,S130-53-24-0002,S130-53-24-0001,CN,1,80,ACSR,2,AWG
1514,UBA1500,S130-53-24-0003,S130-53-24-0002,CN,1,63,ACSR,2,AWG
1515,UBA1501,S130-53-24-0004,S130-53-24-0005,CN,1,78,ACSR,2,AWG
